Date,Open,High,Low,Close,Adj Close,Volume
2/6/15,1209.73999,1214.709961,1202.160034,1205.459961,1205.459961,42329700
2/9/15,1202.26001,1208.280029,1195.380005,1195.829956,1195.829956,35495400
2/10/15,1202.609985,1205.119995,1190.27002,1203.180054,1203.180054,36698500
2/11/15,1201.25,1204.439941,1195.280029,1201.550049,1201.550049,35968600
2/12/15,1207.599976,1216.27002,1206.75,1216.27002,1216.27002,37883500
2/13/15,1218.050049,1223.73999,1214.930054,1223.130005,1223.130005,35274500
2/17/15,1223.099976,1227.180054,1221.040039,1225.01001,1225.01001,33617500
2/18/15,1222.560059,1227.97998,1219.839966,1227.949951,1227.949951,33700200
2/19/15,1225.089966,1230.5,1222.849976,1227.910034,1227.910034,32471000
2/20/15,1228.119995,1231.920044,1218.290039,1231.790039,1231.790039,32816000
2/23/15,1230.219971,1231.839966,1222.640015,1231.829956,1231.829956,30936800
2/24/15,1232.23999,1236.199951,1230.069946,1233.97998,1233.97998,31998400
2/25/15,1233.23999,1236.880005,1230.949951,1235.099976,1235.099976,33123400
2/26/15,1234.670044,1239.219971,1231.699951,1239.109985,1239.109985,34086900
2/27/15,1238.140015,1239.670044,1233.26001,1233.369995,1233.369995,35473800
3/2/15,1233.390015,1243.329956,1232.670044,1242.619995,1242.619995,34094900
3/3/15,1238.790039,1238.939941,1230.73999,1234.76001,1234.76001,32623000
3/4/15,1232.150024,1232.619995,1224.630005,1230.72998,1230.72998,34211100
3/5/15,1232.890015,1236.050049,1228.849976,1234.310059,1234.310059,31030300
3/6/15,1227.880005,1231.089966,1216.219971,1217.52002,1217.52002,38535700
3/9/15,1220.47998,1225.829956,1218.76001,1223.589966,1223.589966,33490900
3/10/15,1213.930054,1213.939941,1206.319946,1208.540039,1208.540039,36689000
3/11/15,1209.98999,1216.5,1206.109985,1215.780029,1215.780029,34065700
3/12/15,1221.459961,1236.680054,1221.26001,1236.640015,1236.640015,34058600
3/13/15,1235.589966,1236.780029,1220.01001,1232.140015,1232.140015,34985600
3/16/15,1237.079956,1241.109985,1235.699951,1239.780029,1239.780029,32956000
3/17/15,1235.900024,1243.329956,1234.660034,1242.22998,1242.22998,32218400
3/18/15,1239.839966,1255.680054,1235.48999,1252.140015,1252.140015,41282100
3/19/15,1249.26001,1254.890015,1248.47998,1254.859985,1254.859985,33052200
3/20/15,1259.709961,1267.219971,1259.709961,1266.369995,1266.369995,55541200
3/23/15,1264.170044,1268.160034,1262.949951,1264.709961,1264.709961,32679600
3/24/15,1264.060059,1268.079956,1262.410034,1263.459961,1263.459961,31898200
3/25/15,1265.579956,1265.849976,1233.550049,1233.849976,1233.849976,35211400
3/26/15,1228.800049,1237.359985,1225.469971,1231.98999,1231.98999,35106700
3/27/15,1231.670044,1240.76001,1229.380005,1240.410034,1240.410034,30085500
3/30/15,1246.689941,1258.23999,1246.689941,1257.800049,1257.800049,29176900
3/31/15,1252.640015,1255.300049,1248.910034,1252.77002,1252.77002,33765500
4/1/15,1250.98999,1251.890015,1239.599976,1251.709961,1251.709961,35432700
4/2/15,1252.180054,1259.969971,1251.829956,1255.660034,1255.660034,30959600
4/6/15,1250.23999,1262.76001,1249.349976,1260.540039,1260.540039,33029700
4/7/15,1260.300049,1263.22998,1253.290039,1253.359985,1253.359985,30655100
4/8/15,1254.390015,1264.130005,1254.359985,1262.709961,1262.709961,32653300
4/9/15,1262.540039,1265.780029,1248.170044,1259.109985,1259.109985,31723600
4/10/15,1263.72998,1266,1262.319946,1264.77002,1264.77002,5362000
4/13/15,1265.48999,1271.73999,1265.050049,1265.589966,1265.589966,29084200
4/14/15,1266.680054,1267.969971,1258.530029,1265.349976,1265.349976,33012700
4/15/15,1269.650024,1278.630005,1268.819946,1275.349976,1275.349976,40137600
4/16/15,1273.47998,1275.280029,1271.109985,1272.900024,1272.900024,34341200
4/17/15,1264.219971,1264.219971,1248.22998,1251.859985,1251.859985,36276000
4/20/15,1257.609985,1266.97998,1255.75,1264.920044,1264.920044,30001600
4/21/15,1269.319946,1270.079956,1263.589966,1264.150024,1264.150024,32434100
4/22/15,1265.01001,1266.560059,1255.040039,1265.47998,1265.47998,33484800
4/23/15,1263.660034,1273.25,1262.410034,1271.540039,1271.540039,36366700
4/24/15,1272.800049,1273.079956,1266.219971,1267.540039,1267.540039,33757800
4/27/15,1269.869995,1275.839966,1250.449951,1252.699951,1252.699951,34387500
4/28/15,1252.890015,1260.689941,1242.569946,1259.359985,1259.359985,35462700
4/29/15,1254.5,1255.810059,1245.469971,1246.949951,1246.949951,40749700
4/30/15,1241.400024,1242.77002,1216.099976,1220.130005,1220.130005,45096800
5/1/15,1223.050049,1229.469971,1218.589966,1228.109985,1228.109985,33793900
5/4/15,1230.300049,1240.630005,1230.099976,1233.219971,1233.219971,30915800
5/5/15,1231.77002,1234.040039,1211.780029,1215.420044,1215.420044,37939500
5/6/15,1221.530029,1222.900024,1211.130005,1219.359985,1219.359985,37922100
5/7/15,1218.949951,1228.819946,1215.430054,1225.540039,1225.540039,36766400
5/8/15,1234.819946,1239.380005,1232.589966,1234.930054,1234.930054,33994400
5/11/15,1234.589966,1243.560059,1234.51001,1235.829956,1235.829956,29926700
5/12/15,1230.569946,1236.140015,1218.369995,1233.130005,1233.130005,31395200
5/13/15,1235.73999,1237.880005,1228.48999,1232.280029,1232.280029,33742600
5/14/15,1236.810059,1245.119995,1232.530029,1245.109985,1245.109985,32257400
5/15/15,1245.420044,1245.900024,1238.98999,1243.949951,1243.949951,30920800
5/18/15,1242.079956,1258,1240.839966,1257.52002,1257.52002,28881900
5/19/15,1257.859985,1258.579956,1251.819946,1255.660034,1255.660034,32960300
5/20/15,1257.329956,1260.829956,1252.359985,1257.73999,1257.73999,30258800
5/21/15,1257.5,1261.02002,1252.98999,1256.73999,1256.73999,30704600
5/22/15,1255.48999,1258.72998,1248.369995,1252.219971,1252.219971,25718600
5/26/15,1248.109985,1248.109985,1233.719971,1238.76001,1238.76001,33421300
5/27/15,1241.01001,1255.050049,1237.609985,1254.359985,1254.359985,31279600
5/28/15,1251.780029,1253.199951,1246.069946,1253.099976,1253.099976,29803500
5/29/15,1251.579956,1252.640015,1241.150024,1246.530029,1246.530029,39273900
6/1/15,1252.02002,1254.560059,1238.650024,1249.619995,1249.619995,30117100
6/2/15,1245.589966,1258.459961,1243.300049,1251.800049,1251.800049,30493500
6/3/15,1254.97998,1264.939941,1252.790039,1264.579956,1264.579956,30999800
6/4/15,1258.540039,1261.209961,1248.430054,1251.290039,1251.290039,32000500
6/5/15,1250.400024,1261.069946,1242.73999,1261.01001,1261.01001,32436900
6/8/15,1259.670044,1261.180054,1252.72998,1253.699951,1253.699951,29171500
6/9/15,1253.5,1254.439941,1242.359985,1249.660034,1249.660034,30345800
6/10/15,1254.469971,1269.77002,1254.469971,1266.930054,1266.930054,34143200
6/11/15,1268.680054,1270.790039,1266.050049,1268.920044,1268.920044,31286000
6/12/15,1265.560059,1266.780029,1262.219971,1265.02002,1265.02002,27194000
6/15/15,1259.380005,1262.859985,1247.52002,1261.040039,1261.040039,30615700
